numero_precatorio;numero_processo;beneficiario;cpf_cnpj_beneficiario;valor_original;valor_atualizado;data_requisicao;data_atualizacao;tipo;status;entidade_devedora;id_entidade;regime;ordem_cronologica;observacoes;timestamp_extracao
2020.06236-9;;Não informado;;8513.02;14744.22;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06251-2;;Não informado;;25459.56;45723.60;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06209-1;;Não informado;;4328.66;7497.06;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06239-3;;Não informado;;99351.17;192781.81;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06240-7;;Não informado;;195056.92;304822.32;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06047-1;;Não informado;;9950.89;17258.33;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06101-0;;Não informado;;47054.18;86352.01;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06084-6;;Não informado;;36608.40;64466.05;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06094-3;;Não informado;;85419.62;66360.46;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06089-7;;Não informado;;13925.61;23860.19;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06102-8;;Não informado;;52573.66;91564.84;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06116-8;;Não informado;;5968.12;10225.80;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06130-3;;Não informado;;134991.00;161333.31;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06120-6;;Não informado;;57381.72;104311.47;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06180-0;;Não informado;;69112.48;33666.31;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06188-5;;Não informado;;342488.13;528787.14;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06184-2;;Não informado;;148795.38;266254.11;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06202-4;;Não informado;;31980.81;66544.55;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06197-4;;Não informado;;62895.61;47737.03;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06201-6;;Não informado;;86812.05;155286.12;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06198-2;;Não informado;;171534.37;306834.22;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06200-8;;Não informado;;159723.46;288736.61;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06204-0;;Não informado;;80583.05;145672.26;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06287-3;;Não informado;;91696.71;179541.23;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06288-1;;Não informado;;215050.13;337005.64;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06289-0;;Não informado;;20176.08;38460.26;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06448-5;;Não informado;;138463.94;163305.47;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06447-7;;Não informado;;70405.38;125779.20;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06345-4;;Não informado;;14879.13;26552.89;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06421-3;;Não informado;;158348.10;196420.50;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06417-5;;Não informado;;22516.37;41996.11;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06435-3;;Não informado;;14934.83;26763.37;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06490-6;;Não informado;;355219.53;537356.53;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06485-0;;Não informado;;157014.42;274679.18;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06528-7;;Não informado;;57192.28;99114.45;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06523-6;;Não informado;;106214.23;100009.35;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06507-4;;Não informado;;16340.65;28468.87;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06560-0;;Não informado;;111190.37;108948.50;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06675-5;;Não informado;;6469.35;10764.66;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06550-3;;Não informado;;59256.62;105253.75;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06705-0;;Não informado;;29570.98;52525.04;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06695-0;;Não informado;;275473.91;507354.09;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06648-8;;Não informado;;436000.00;803002.35;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06733-6;;Não informado;;13029.10;24508.61;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06715-8;;Não informado;;15102.90;34960.82;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06786-7;;Não informado;;50154.71;18892.55;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06707-7;;Não informado;;30739.99;61859.04;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06706-9;;Não informado;;16533.17;33162.36;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06798-0;;Não informado;;5203.98;9001.54;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06799-9;;Não informado;;12142.62;21003.59;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06874-0;;Não informado;;19406.56;31980.56;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06864-2;;Não informado;;6308.32;10835.23;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06938-0;;Não informado;;15077.83;28326.46;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07046-9;;Não informado;;6461.94;12139.93;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07034-5;;Não informado;;215935.33;372649.62;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07143-0;;Não informado;;109797.61;189482.84;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07057-4;;Não informado;;12336.90;26880.45;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07186-4;;Não informado;;24752.50;44253.58;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07195-3;;Não informado;;57755.81;21607.05;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07332-8;;Não informado;;49114.86;8471.71;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07159-7;;Não informado;;24973.65;47050.18;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07221-6;;Não informado;;14652.01;25345.30;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07235-6;;Não informado;;18368.66;35718.66;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07242-9;;Não informado;;42860.20;83343.53;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07279-8;;Não informado;;13356.05;29771.54;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07280-1;;Não informado;;6436.37;19177.46;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07566-5;;Não informado;;52782.66;13799.49;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07705-6;;Não informado;;17751.05;33356.57;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07421-9;;Não informado;;20409.60;35185.54;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07430-8;;Não informado;;11198.82;19390.90;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07434-0;;Não informado;;28086.18;46030.55;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07516-9;;Não informado;;26934.48;46430.59;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07493-6;;Não informado;;11543.35;19898.82;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07785-4;;Não informado;;75297.65;53978.22;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07699-8;;Não informado;;37448.24;61374.07;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07854-0;;Não informado;;37448.24;61374.07;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07873-7;;Não informado;;261982.16;484564.42;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00222-0;;Não informado;;111882.82;207110.12;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00400-1;;Não informado;;65236.21;30906.18;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00396-0;;Não informado;;34184.78;64967.88;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00389-7;;Não informado;;14650.61;27843.36;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00441-9;;Não informado;;51939.48;91249.26;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00784-1;;Não informado;;16658.24;28223.46;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00777-9;;Não informado;;8470.28;14350.89;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00787-6;;Não informado;;13620.75;23135.97;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00832-5;;Não informado;;5837.46;9915.40;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00741-8;;Não informado;;4841.92;8316.54;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00738-8;;Não informado;;11297.80;19405.23;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00740-0;;Não informado;;5845.69;10052.45;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00742-6;;Não informado;;13639.95;23455.74;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00725-6;;Não informado;;23991.36;39537.43;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00739-6;;Não informado;;17785.52;32672.69;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00803-1;;Não informado;;92675.64;74885.95;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00804-0;;Não informado;;23168.91;39379.18;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00840-6;;Não informado;;21812.13;40319.25;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01129-6;;Não informado;;24497.29;43854.64;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00892-9;;Não informado;;15239.60;25257.93;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00891-0;;Não informado;;114608.13;115012.43;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00916-0;;Não informado;;64047.15;20446.83;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01013-3;;Não informado;;48666.07;6315.20;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01045-1;;Não informado;;49014.84;2389.15;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01168-7;;Não informado;;148499.67;263569.91;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01167-9;;Não informado;;60801.52;23154.06;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01283-7;;Não informado;;4467.27;7707.08;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01194-6;;Não informado;;151816.34;186946.63;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01509-7;;Não informado;;49170.53;7989.06;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01605-0;;Não informado;;21839.31;36294.70;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01592-5;;Não informado;;13967.89;1233.43;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01687-5;;Não informado;;31161.09;57421.86;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01802-9;;Não informado;;10835.97;20001.50;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01712-0;;Não informado;;310009.17;434011.70;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01711-1;;Não informado;;120578.20;200948.33;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01685-9;;Não informado;;69160.89;117982.10;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01816-9;;Não informado;;5554.65;9231.51;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01925-4;;Não informado;;60234.62;102201.87;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01931-9;;Não informado;;48126.56;87443.70;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02112-7;;Não informado;;54111.95;8737.12;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02055-4;;Não informado;;56969.70;16319.98;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02057-0;;Não informado;;14242.40;24737.66;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02320-0;;Não informado;;5664.14;13208.98;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02247-6;;Não informado;;28771.05;53761.56;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02201-8;;Não informado;;56183.06;106332.79;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02624-2;;Não informado;;130370.82;148522.54;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02414-2;;Não informado;;18405.29;32945.01;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02880-6;;Não informado;;23006.62;41181.28;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02770-2;;Não informado;;23327.84;38626.81;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01999-8;;Não informado;;62162.01;23333.25;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02000-7;;Não informado;;13400.88;22843.91;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02004-0;;Não informado;;26640.87;45413.19;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02662-5;;Não informado;;28269.60;50278.72;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03315-0;;Não informado;;12201.26;21700.51;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03326-5;;Não informado;;23483.51;38610.75;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03014-2;;Não informado;;9635.79;15840.35;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05329-0;;Não informado;;42865.71;76011.38;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03445-8;;Não informado;;52353.61;86400.27;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03441-5;;Não informado;;22437.26;37028.68;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04107-1;;Não informado;;45229.84;74892.78;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04023-7;;Não informado;;86409.63;61187.33;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05331-2;;Não informado;;17355.58;29985.17;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04874-2;;Não informado;;39733.03;72727.42;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04748-7;;Não informado;;79041.50;130701.54;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04995-1;;Não informado;;182096.86;218481.12;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04903-0;;Não informado;;287588.75;391283.40;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04810-6;;Não informado;;144391.12;237940.47;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05128-0;;Não informado;;129757.02;213875.88;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05020-8;;Não informado;;65978.14;108750.44;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04988-9;;Não informado;;87155.71;60990.67;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05013-5;;Não informado;;44316.45;73027.86;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05657-5;;Não informado;;323985.03;536970.19;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05523-4;;Não informado;;485977.54;722824.46;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.05965-5;;Não informado;;22395.05;36967.47;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.06920-0;;Não informado;;67427.00;36648.85;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.05728-4;;Não informado;;170804.18;343918.21;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.06647-0;;Não informado;;5073478.10;9344079.28;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07343-3;;Não informado;;237257.71;457443.68;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2020.07700-5;;Não informado;;37335.81;65941.16;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00540-7;;Não informado;;18086.78;32479.30;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00805-8;;Não informado;;45691.76;78627.36;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00820-1;;Não informado;;19582.17;33697.42;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.00858-9;;Não informado;;178231.81;298621.92;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.01143-1;;Não informado;;34257.97;58731.28;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.02366-9;;Não informado;;56202.36;104641.82;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03339-7;;Não informado;;40229.72;67675.67;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.03163-7;;Não informado;;17241.29;29003.82;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.04201-9;;Não informado;;47928.37;86065.85;;;comum;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.07403-4;;Não informado;;18181.68;28385.71;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.07393-3;;Não informado;;8000.78;12684.13;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.07395-0;;Não informado;;18668.49;29596.32;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.07582-0;;Não informado;;54923.09;6256.89;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.07484-0;;Não informado;;18915.70;32549.22;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08681-4;;Não informado;;62289.71;21995.39;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08675-0;;Não informado;;45954.80;69391.65;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08674-1;;Não informado;;52933.52;5477.87;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08726-8;;Não informado;;13925.06;22574.43;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08725-0;;Não informado;;32491.79;52673.64;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08818-3;;Não informado;;23765.05;36268.18;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08947-3;;Não informado;;25833.98;40076.16;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08909-0;;Não informado;;54832.58;4844.68;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08783-7;;Não informado;;17490.60;29721.23;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08875-2;;Não informado;;57663.64;93876.01;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08884-1;;Não informado;;116602.97;109120.49;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08878-7;;Não informado;;15634.20;25619.43;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08880-9;;Não informado;;6700.38;10979.77;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08965-1;;Não informado;;55415.83;91048.80;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.08963-5;;Não informado;;19612.65;32097.47;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09216-4;;Não informado;;10065.99;16371.98;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09051-0;;Não informado;;10578.80;16859.89;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09215-6;;Não informado;;77516.96;48744.70;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09113-3;;Não informado;;250647.65;313325.85;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09119-2;;Não informado;;115293.38;181140.35;;;alimentar;cancelado;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09121-4;;Não informado;;77837.54;40974.81;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09122-2;;Não informado;;36411.70;57313.23;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
2021.09179-6;;Não informado;;176348.52;290761.02;;;alimentar;pendente;MUNICÍPIO DE PETRÓPOLIS;22;especial;;;2025-11-19
